0 2 171 2 0.24444444444444444
0 2 301 2 0.08888888888888889
0 2 780 2 0.15555555555555556
0 2 1341 2 0.022222222222222223
0 2 1368 2 0.4888888888888889
1 1 78 1 0.47619047619047616
1 1 176 2 0.14285714285714285
1 1 400 2 0.09523809523809523
1 1 778 1 0.09523809523809523
1 1 1355 2 0.047619047619047616
1 1 1490 2 0.09523809523809523
1 1 1810 2 0.047619047619047616
2 1 337 1 0.2
2 1 620 1 0.2
2 1 706 1 0.2
2 1 940 1 0.4
3 2 46 2 0.038461538461538464
3 2 113 2 0.05128205128205128
3 2 332 1 0.01282051282051282
3 2 358 1 0.038461538461538464
3 2 476 1 0.038461538461538464
3 2 492 1 0.01282051282051282
3 2 578 2 0.1282051282051282
3 2 607 1 0.038461538461538464
3 2 776 2 0.10256410256410256
3 2 877 2 0.038461538461538464
3 2 965 1 0.01282051282051282
3 2 993 2 0.02564102564102564
3 2 1154 1 0.05128205128205128
3 2 1226 2 0.05128205128205128
3 2 1236 2 0.05128205128205128
3 2 1358 1 0.038461538461538464
3 2 1374 2 0.05128205128205128
3 2 1626 2 0.05128205128205128
3 2 1706 1 0.038461538461538464
3 2 1749 2 0.05128205128205128
3 2 1806 2 0.0641025641025641
3 2 1816 1 0.01282051282051282
4 1 200 2 0.3333333333333333
4 1 356 1 0.3333333333333333
4 1 1006 1 0.3333333333333333
5 1 10 2 0.05015783935461242
5 1 86 2 0.057172921781830935
5 1 340 2 0.030164854437039635
5 1 388 1 0.1094352858646089
5 1 479 2 0.018940722553490004
5 1 482 1 0.0943528586460891
5 1 580 2 0.029463346194317782
5 1 735 2 0.018589968432129077
5 1 811 1 0.006664328305857594
5 1 895 2 0.04209049456331112
5 1 905 2 0.022448263767099262
5 1 917 2 0.03437390389337075
5 1 989 2 0.045247281655559454
5 1 1149 1 0.004910557699052964
5 1 1335 1 0.1823921431076815
5 1 1366 2 0.04875482286916871
5 1 1385 1 0.05156085584005612
5 1 1461 2 0.013328656611715188
5 1 1529 2 0.04384426517011575
5 1 1585 1 0.06243423360224483
5 1 1655 1 0.001052262364082778
5 1 1801 2 0.03262013328656612
6 2 168 1 0.010610079575596816
6 2 229 2 0.010610079575596816
6 2 471 2 0.1220159151193634
6 2 718 2 0.01856763925729443
6 2 791 2 0.21485411140583555
6 2 920 2 0.002652519893899204
6 2 924 2 0.034482758620689655
6 2 1137 2 0.021220159151193633
6 2 1178 2 0.034482758620689655
6 2 1215 2 0.11671087533156499
6 2 1302 2 0.03713527851458886
6 2 1394 2 0.021220159151193633
6 2 1535 1 0.005305039787798408
6 2 1573 1 0.010610079575596816
6 2 1667 2 0.1220159151193634
6 2 1707 2 0.09283819628647215
6 2 1744 2 0.05305039787798409
6 2 1747 1 0.002652519893899204
6 2 1800 1 0.06631299734748011
6 2 1824 1 0.002652519893899204
7 1 444 1 1.0
8 1 184 1 0.5
8 1 420 1 0.5
10 2 5 1 0.055248618784530384
10 2 86 2 0.009668508287292817
10 2 479 2 0.03867403314917127
10 2 482 1 0.04005524861878453
10 2 580 2 0.012430939226519336
10 2 735 2 0.015193370165745856
10 2 811 1 0.0013812154696132596
10 2 895 2 0.31215469613259667
10 2 989 2 0.26933701657458564
10 2 1149 1 0.0013812154696132596
10 2 1335 1 0.04558011049723757
10 2 1366 2 0.004143646408839779
10 2 1385 1 0.0787292817679558
10 2 1461 2 0.011049723756906077
10 2 1529 2 0.013812154696132596
10 2 1585 1 0.07320441988950276
10 2 1801 2 0.017955801104972375
12 1 309 1 0.21428571428571427
12 1 412 2 0.07142857142857142
12 1 565 1 0.5714285714285714
12 1 921 1 0.07142857142857142
12 1 1365 2 0.07142857142857142
13 2 81 2 0.08333333333333333
13 2 221 1 0.08333333333333333
13 2 781 1 0.041666666666666664
13 2 876 2 0.041666666666666664
13 2 877 2 0.041666666666666664
13 2 1418 2 0.125
13 2 1676 2 0.5416666666666666
13 2 1791 1 0.041666666666666664
15 2 100 2 1.0
17 1 233 2 0.015384615384615385
17 1 721 2 0.16923076923076924
17 1 979 1 0.16923076923076924
17 1 986 2 0.09230769230769231
17 1 1485 1 0.07692307692307693
17 1 1507 2 0.16923076923076924
17 1 1595 2 0.13846153846153847
17 1 1736 2 0.16923076923076924
18 1 1073 1 1.0
19 1 49 2 0.03636363636363636
19 1 71 1 0.05454545454545454
19 1 147 2 0.03636363636363636
19 1 230 2 0.05194805194805195
19 1 239 1 0.07012987012987013
19 1 306 2 0.06493506493506493
19 1 413 1 0.025974025974025976
19 1 442 2 0.007792207792207792
19 1 516 1 0.03636363636363636
19 1 640 1 0.03636363636363636
19 1 746 2 0.06753246753246753
19 1 758 2 0.03896103896103896
19 1 926 1 0.007792207792207792
19 1 987 2 0.046753246753246755
19 1 988 1 0.01038961038961039
19 1 990 2 0.03636363636363636
19 1 996 2 0.01038961038961039
19 1 1129 2 0.02857142857142857
19 1 1172 2 0.0025974025974025974
19 1 1206 2 0.05454545454545454
19 1 1328 1 0.03636363636363636
19 1 1410 1 0.05714285714285714
19 1 1453 2 0.046753246753246755
19 1 1555 2 0.02857142857142857
19 1 1621 1 0.046753246753246755
19 1 1741 2 0.05974025974025974
20 2 68 2 0.07142857142857142
20 2 357 2 0.7142857142857143
20 2 363 1 0.07142857142857142
20 2 1437 1 0.07142857142857142
20 2 1564 1 0.07142857142857142
21 1 169 2 0.5
21 1 1855 2 0.5
23 2 360 2 0.6521739130434783
23 2 1012 2 0.34782608695652173
26 2 674 1 0.10465116279069768
26 2 759 2 0.10465116279069768
26 2 984 2 0.10465116279069768
26 2 1044 1 0.10465116279069768
26 2 1147 2 0.10465116279069768
26 2 1543 2 0.1511627906976744
26 2 1752 2 0.10465116279069768
26 2 1785 2 0.11627906976744186
26 2 1796 2 0.10465116279069768
27 1 225 2 0.4
27 1 631 2 0.4
27 1 1666 2 0.2
28 2 199 2 0.02824858757062147
28 2 234 2 0.07909604519774012
28 2 331 1 0.07909604519774012
28 2 717 2 0.327683615819209
28 2 719 1 0.1864406779661017
28 2 755 1 0.1751412429378531
28 2 777 2 0.022598870056497175
28 2 1549 2 0.07344632768361582
28 2 1627 2 0.02824858757062147
29 2 186 2 0.08695652173913043
